83	59	63	46	83
2	16	31	8	0
38	44	71	48	114
67	3	56	8	22
87	26	33	40	87
45	74	83	24	45
67	56	91	47	134
69	21	39	44	207
8	29	59	44	8
88	68	84	21	58
50	79	44	48	50
95	30	73	12	95
3	91	94	24	1
91	46	72	4	30
39	94	38	34	19
87	85	55	38	29
76	97	75	16	76
3	4	22	5	3
56	73	60	9	28
66	10	92	6	132
90	70	21	33	135
82	66	55	32	123
33	2	37	13	99
34	15	13	14	102
44	66	33	26	44
98	62	52	28	98
32	59	87	29	32
44	29	80	28	88
25	95	25	7	37
46	35	5	4	69
90	26	88	1	135
6	73	71	36	6
94	37	73	5	94
73	80	16	16	73
85	72	29	13	42
26	54	40	41	26
76	4	77	49	76
95	11	54	30	95
10	52	92	20	10
54	83	44	48	54
56	10	55	7	56
13	80	90	38	39
8	72	28	8	12
12	98	99	11	12
71	31	14	41	47
68	73	51	25	102
87	10	2	3	58
97	35	82	38	32
12	52	34	40	6
6	41	40	6	18
86	99	8	47	28
1	4	7	50	1
51	1	18	46	51
70	76	95	12	70
14	11	27	8	4
63	17	88	11	31
89	44	63	49	59
61	53	56	2	122
76	95	80	21	50
1	27	2	1	0
93	26	16	16	46
59	1	60	18	29
65	55	83	49	43
72	46	42	6	216
83	93	34	34	124
79	30	99	9	79
86	3	96	19	57
98	100	42	47	294
84	30	82	22	42
93	23	61	16	62
58	50	34	42	58
20	39	65	50	10
3	71	97	10	1
93	64	11	3	31
99	9	51	24	297
25	38	61	33	25
47	71	43	33	47
36	17	54	11	12
96	44	45	26	96
1	16	42	37	1
29	8	51	32	29
28	44	53	47	28
76	41	34	15	76
2	52	66	15	2
13	96	10	41	26
35	24	99	32	35
29	64	60	35	9
79	98	99	17	79
83	41	13	30	83
6	83	14	27	2
98	61	63	12	98
55	26	92	3	110
81	92	66	25	40
84	62	63	28	84
89	39	100	30	59
33	51	51	48	49
96	62	94	20	96
81	72	90	14	54
35	86	18	23	52
8	38	70	17	12
91	71	83	30	30
50	1	1	40	50
65	23	32	11	21
5	76	10	25	5
9	91	48	1	18
67	36	77	1	33
70	64	33	41	46
87	97	27	35	29
42	63	22	7	126
36	21	52	17	108
6	48	50	16	9
94	68	85	36	141
32	67	98	8	64
7	53	33	44	3
85	55	16	29	42
62	75	30	1	62
70	75	25	35	23
16	55	90	23	16
73	58	79	10	24
52	7	40	21	52
98	71	38	11	196
93	56	83	25	279
27	67	37	10	27
85	9	98	44	170
96	68	21	12	48
67	48	24	28	22
70	99	78	12	35
57	72	90	25	85
8	10	96	7	8
20	87	44	48	20
82	89	7	34	54
80	79	81	7	80
56	2	4	23	37
66	39	51	33	66
60	61	9	21	60
74	21	27	4	74
63	55	8	17	63
60	85	26	43	60
14	10	40	2	4
22	49	71	21	22
50	15	48	18	25
79	41	90	39	79
53	73	8	20	79
88	14	26	29	264
72	13	54	47	24
10	46	1	22	3
22	35	88	26	44
57	27	62	21	28
28	67	79	40	9
49	86	83	48	73
91	58	17	26	91
42	2	10	18	126
5	4	24	37	2
91	2	70	34	91
65	75	11	32	65
53	65	38	41	106
70	46	11	41	70
13	68	29	24	19
25	42	85	43	25
81	24	78	50	243
52	66	69	24	156
30	85	15	23	60
77	28	4	8	38
40	50	94	45	40
75	65	40	25	150
50	55	90	3	16
9	45	38	15	18
16	68	19	26	8
46	83	49	5	69
19	57	51	21	6
6	1	36	38	2
54	52	10	30	27
59	27	66	10	118
73	21	20	2	36
66	29	12	1	99
19	81	85	16	12
78	54	73	31	26
38	95	8	41	38
43	56	49	28	14
78	67	64	39	78
19	43	77	16	6
12	6	93	39	12
84	31	82	29	42
82	68	53	43	82
40	25	23	17	26
73	100	2	48	73
83	38	88	5	41
42	97	34	47	42
94	57	74	29	94
96	30	53	21	48
32	56	96	36	32
8	97	69	23	8
39	89	76	4	39
100	6	18	31	100
60	9	4	33	40
43	9	80	4	14
19	87	76	1	6
11	90	92	36	3
59	25	60	5	59
8	54	7	8	12
54	66	60	45	108
50	57	75	46	33
83	37	50	21	166
11	4	93	25	11
63	94	47	31	42
24	82	47	23	16
62	50	81	47	62
68	89	43	29	34
73	87	57	47	73
43	55	38	35	21
51	67	83	29	51
68	11	65	23	136
81	20	85	31	162
16	84	19	5	48
86	81	65	43	28
87	56	64	37	87
92	25	13	22	92
30	61	61	43	60
39	45	33	46	117
49	69	87	1	147
53	17	29	47	17
47	9	97	15	141
56	63	91	46	28
74	72	78	3	24
84	1	62	49	84
32	58	15	2	32
24	53	84	25	48
88	2	37	38	29
18	35	70	36	6
91	70	69	39	91
41	3	30	3	61
94	95	15	35	94
38	49	46	17	76
66	36	24	50	44
92	95	31	40	138
58	64	52	33	29
63	48	37	9	31
35	54	53	36	11
15	1	72	47	30
70	77	52	25	140
88	1	88	18	88
97	20	47	6	145
71	62	40	40	106
28	75	45	10	9
100	72	80	24	200
84	34	52	8	28
38	83	10	23	114
39	33	48	34	58
5	32	85	28	5
78	100	68	21	234
49	97	21	33	16
19	52	14	46	19
43	100	28	3	43
10	89	38	24	30
6	35	64	17	2
84	8	51	25	84
37	6	50	48	24
60	34	76	16	30
4	8	57	16	6
87	7	25	11	87
28	51	44	10	28
89	65	92	27	89
86	82	97	16	172
79	97	77	12	158
75	58	57	38	150
93	61	98	7	186
93	100	76	24	186
81	89	42	16	54
70	85	26	31	46
43	28	40	44	14
14	57	43	33	14
79	38	61	39	237
45	71	95	48	67
3	1	1	3	1
22	41	43	24	66
29	37	88	11	14
29	40	72	3	58
22	60	82	9	66
37	44	79	48	37
56	26	98	5	28
3	62	35	20	2
17	2	3	26	17
96	21	24	39	288
71	56	57	21	71
20	75	79	43	6
42	85	44	1	84
19	59	85	32	28
100	61	73	15	100
50	21	80	36	33
47	91	8	19	141
80	61	63	32	240
48	98	73	50	48
12	33	35	20	6
85	79	45	48	42
60	17	51	34	120
9	4	67	33	9
74	76	57	43	148
96	7	35	29	192
26	8	10	17	52
47	29	20	42	47
53	86	44	43	159
70	91	58	22	70
4	41	2	9	12
70	63	51	18	23
29	95	56	33	19
7	79	91	32	3
30	6	85	32	90
17	28	22	6	11
75	58	90	21	50
14	98	93	3	42
34	53	67	30	22
11	61	81	3	22
95	98	67	29	95
54	40	53	20	162
86	55	54	2	172
37	88	59	27	18
81	34	14	42	162
25	79	40	4	25
92	26	86	2	92
24	6	30	41	12
74	14	31	3	74
48	70	9	9	24
25	81	28	15	37
43	37	75	33	14
38	72	95	15	76
100	31	81	13	50
96	99	6	46	288
96	36	67	44	64
84	63	82	36	84
40	53	12	28	13
35	80	2	12	11
38	71	44	7	25
34	69	69	49	102
12	26	10	6	6
28	86	72	32	42
78	10	29	30	78
32	60	78	31	64
32	57	29	27	32
51	80	9	24	17
67	35	83	4	67
41	68	35	1	41
89	17	32	1	59
23	47	57	13	23
38	84	25	20	38
60	78	44	44	119
7	66	41	23	7
64	78	77	9	64
75	48	98	27	223
49	25	18	8	25
28	40	78	36	28
36	42	7	22	53
47	33	96	4	24
35	44	73	43	18
3	58	77	40	5
62	91	54	27	62
90	96	55	8	90
10	65	77	13	10
39	61	41	26	13
90	50	75	3	45
8	88	93	46	5
16	35	77	22	11
4	55	49	26	4
56	88	23	24	56
11	73	81	48	7
60	25	46	51	60
2	13	40	15	4
38	9	45	5	38
15	8	81	26	15
34	8	48	42	23
33	68	84	34	17
8	43	93	3	11
42	32	36	51	42
78	44	42	39	78
21	17	64	41	14
62	58	20	32	31
85	80	95	26	253
84	57	42	27	42
97	86	47	8	65
31	15	36	16	21
30	22	75	36	30
51	55	56	43	51
75	81	22	28	25
14	99	41	38	9
39	31	51	43	58
88	85	32	13	44
72	77	74	30	36
10	13	18	45	5
78	82	74	48	78
49	34	40	28	145
42	80	46	51	42
19	90	94	6	19
76	38	22	50	113
99	82	52	22	99
52	23	58	7	52
94	10	21	41	94
99	42	84	20	99
35	2	73	33	103
10	59	44	50	4
24	37	59	22	35
54	6	41	31	54
96	63	67	50	286
24	92	63	15	12
38	28	39	9	38
76	40	52	14	51
24	70	81	18	8
22	93	60	39	22
38	46	94	19	56
97	83	12	10	33
62	30	50	20	184
10	7	4	43	10
66	61	46	51	33
95	83	94	49	63
86	73	39	44	57
13	19	90	11	37
42	3	43	7	124
76	49	22	17	38
36	99	72	50	36
61	74	99	26	61
20	59	99	28	10
39	44	93	33	39
93	43	101	17	31
32	59	35	11	11
10	65	8	3	7
37	4	94	31	55
50	75	78	38	74
47	30	40	36	24
6	2	52	35	2
42	10	54	22	42
12	70	61	20	6
85	18	2	25	29
41	9	89	6	121
86	77	66	20	86
93	74	92	10	93
30	95	69	13	30
60	98	90	20	20
62	22	73	33	62
98	56	70	10	65
55	5	55	2	19
40	31	18	19	40
96	40	14	47	96
50	99	23	25	50
81	65	10	5	161
96	86	63	41	191
74	65	13	28	49
76	98	39	12	76
43	9	93	4	43
96	80	49	16	96
99	20	60	12	66
93	23	101	27	185
17	89	24	12	11
79	73	77	51	27
88	31	15	22	59
71	16	47	23	71
26	13	20	32	26
90	25	52	34	268
2	15	78	39	3
70	41	47	42	24
41	61	80	41	121
16	2	82	4	23
57	33	65	38	38
4	37	24	9	7
22	57	39	7	32
24	99	47	43	35
27	55	19	31	14
78	42	26	37	39
51	82	41	19	151
54	88	64	9	54
55	60	96	35	163
40	99	77	21	118
41	32	98	17	41
101	34	57	33	101
43	31	14	19	64
18	47	50	7	35
4	15	57	23	3
42	81	66	11	42
21	90	79	32	11
8	80	63	9	15
53	79	84	16	53
28	47	31	5	82
77	11	76	32	115
16	72	58	15	16
47	49	53	7	47
80	99	98	12	27
56	3	7	21	83
55	22	11	48	19
95	45	8	50	32
91	2	36	14	181
29	2	99	41	10
73	22	56	51	73
91	35	82	9	31
14	99	32	41	27
14	39	69	42	5
37	69	40	29	19
35	70	85	29	35
5	66	34	37	13
84	101	88	18	56
64	91	72	50	22
13	97	90	32	25
53	19	45	9	35
46	94	17	2	136
70	79	91	5	70
4	78	62	47	10
67	52	46	12	34
67	66	59	29	100
94	18	42	7	63
12	99	19	46	4
75	98	75	22	75
95	7	20	25	283
83	53	18	40	83
49	81	25	20	25
86	69	62	36	86
20	71	54	47	10
41	46	3	8	41
8	76	10	32	8
9	18	10	2	6
86	55	100	20	171
84	48	25	24	84
67	8	70	36	23
45	69	100	38	30
80	68	23	48	80
43	94	12	49	22
12	38	63	22	12
16	46	28	19	31
48	90	68	46	48
65	36	46	19	193
47	60	94	45	47
16	81	36	35	16
71	45	74	29	211
35	87	9	19	23
11	32	11	24	11
24	43	12	8	70
92	17	19	41	92
38	49	60	5	19
84	37	37	15	250
48	45	27	47	32
86	15	52	10	256
93	50	98	15	93
38	97	21	20	75
47	70	16	22	47
23	26	23	22	23
75	88	8	7	25
99	41	63	35	99
95	2	30	47	142
86	45	91	33	86
91	74	61	16	91
34	5	70	48	34
56	64	26	10	111
91	18	12	49	46
45	53	17	27	45
89	24	27	5	265
33	72	82	2	65
35	96	28	44	52
16	38	30	37	16
89	26	24	48	59
64	21	26	25	64
67	43	68	48	67
69	97	9	43	23
68	18	34	27	34
8	93	21	48	8
17	3	11	25	49
54	2	9	5	80
69	37	27	39	103
37	61	30	4	37
73	2	38	36	109
67	59	60	29	34
57	45	92	12	29
87	69	30	5	173
55	100	75	50	19
39	61	35	46	39
39	46	13	42	115
27	36	2	6	27
66	100	27	22	33
71	19	65	24	36
99	5	71	5	66
55	80	29	32	37
24	4	99	19	12
70	47	28	20	70
72	54	23	50	36
64	85	89	8	190
5	16	85	31	2
47	54	16	11	24
36	90	84	19	36
29	7	43	9	19
98	71	69	6	33
82	76	20	11	82
74	100	87	42	37
15	64	18	24	29
84	30	66	16	56
67	77	97	25	67
93	6	93	32	139
43	94	57	42	43
49	14	72	2	49
10	83	6	32	7
67	40	60	2	67
5	100	57	38	13
97	76	20	37	289
99	28	6	24	148
69	40	44	2	69
81	85	13	10	54
48	34	37	8	95
47	75	22	15	47
35	37	72	34	12
8	31	23	30	11
28	16	19	17	28
14	79	19	14	14
79	9	77	38	27
48	4	70	21	95
40	92	87	18	14
25	23	24	25	9
87	79	80	42	87
82	61	33	4	82
57	49	11	13	57
16	69	89	49	8
30	53	52	3	10
100	61	21	19	149
73	65	77	42	49
2	90	47	12	2
37	3	13	17	109
14	45	15	16	14
81	16	63	24	81
84	35	98	16	84
17	82	62	9	17
83	45	31	45	28
23	51	68	8	45
11	6	73	25	21
4	9	43	37	10
77	66	56	42	77
44	66	84	8	44
63	44	53	3	187
82	47	23	25	82
38	84	25	20	38
60	78	44	44	119
7	66	41	23	7
64	78	77	9	64
75	48	98	27	223
49	25	18	8	25
28	40	78	36	28
36	42	7	22	53
47	33	96	4	24
35	44	73	43	18
3	58	77	40	5
62	91	54	27	62
90	96	55	8	90
10	65	77	13	10
39	61	41	26	13
90	50	75	3	45
8	88	93	46	5
16	35	77	22	11
4	55	49	26	4
56	88	23	24	56
11	73	81	48	7
60	25	46	51	60
2	13	40	15	4
38	9	45	5	38
15	8	81	26	15
34	8	48	42	23
33	68	84	34	17
8	43	93	3	11
42	32	36	51	42
78	44	42	39	78
21	17	64	41	14
62	58	20	32	31
85	80	95	26	253
84	57	42	27	42
97	86	47	8	65
31	15	36	16	21
30	22	75	36	30
51	55	56	43	51
75	81	22	28	25
14	99	41	38	9
39	31	51	43	58
88	85	32	13	44
72	77	74	30	36
10	13	18	45	5
78	82	74	48	78
49	34	40	28	145
42	80	46	51	42
19	90	94	6	19
76	38	22	50	113
99	82	52	22	99
52	23	58	7	52
94	10	21	41	94
99	42	84	20	99
35	2	73	33	103
10	59	44	50	4
24	37	59	22	35
54	6	41	31	54
96	63	67	50	286
24	92	63	15	12
38	28	39	9	38
76	40	52	14	51
24	70	81	18	8
22	93	60	39	22
38	46	94	19	56
97	83	12	10	33
62	30	50	20	184
10	7	4	43	10
66	61	46	51	33
95	83	94	49	63
86	73	39	44	57
13	19	90	11	37
42	3	43	7	124
76	49	22	17	38
36	99	72	50	36
61	74	99	26	61
20	59	99	28	10
39	44	93	33	39
93	43	101	17	31
32	59	35	11	11
10	65	8	3	7
37	4	94	31	55
50	75	78	38	74
47	30	40	36	24
6	2	52	35	2
42	10	54	22	42
12	70	61	20	6
85	18	2	25	29
41	9	89	6	121
86	77	66	20	86
93	74	92	10	93
30	95	69	13	30
60	98	90	20	20
62	22	73	33	62
98	56	70	10	65
55	5	55	2	19
40	31	18	19	40
96	40	14	47	96
50	99	23	25	50
81	65	10	5	161
96	86	63	41	191
74	65	13	28	49
76	98	39	12	76
43	9	93	4	43
96	80	49	16	96
99	20	60	12	66
93	23	101	27	185
17	89	24	12	11
79	73	77	51	27
88	31	15	22	59
71	16	47	23	71
26	13	20	32	26
90	25	52	34	268
2	15	78	39	3
70	41	47	42	24
41	61	80	41	121
16	2	82	4	23
57	33	65	38	38
4	37	24	9	7
22	57	39	7	32
24	99	47	43	35
27	55	19	31	14
78	42	26	37	39
51	82	41	19	151
54	88	64	9	54
55	60	96	35	163
40	99	77	21	118
41	32	98	17	41
101	34	57	33	101
43	31	14	19	64
18	47	50	7	35
4	15	57	23	3
42	81	66	11	42
21	90	79	32	11
8	80	63	9	15
53	79	84	16	53
28	47	31	5	82
77	11	76	32	115
16	72	58	15	16
47	49	53	7	47
80	99	98	12	27
56	3	7	21	83
55	22	11	48	19
95	45	8	50	32
91	2	36	14	181
29	2	99	41	10
73	22	56	51	73
91	35	82	9	31
14	99	32	41	27
14	39	69	42	5
37	69	40	29	19
35	70	85	29	35
5	66	34	37	13
84	101	88	18	56
64	91	72	50	22
13	97	90	32	25
53	19	45	9	35
46	94	17	2	136
70	79	91	5	70
4	78	62	47	10
67	52	46	12	34
67	66	59	29	100
94	18	42	7	63
12	99	19	46	4
75	98	75	22	75
95	7	20	25	283
83	53	18	40	83
49	81	25	20	25
86	69	62	36	86
20	71	54	47	10
41	46	3	8	41
8	76	10	32	8
9	18	10	2	6
86	55	100	20	171
84	48	25	24	84
67	8	70	36	23
45	69	100	38	30
80	68	23	48	80
43	94	12	49	22
12	38	63	22	12
16	46	28	19	31
48	90	68	46	48
65	36	46	19	193
47	60	94	45	47
16	81	36	35	16
71	45	74	29	211
35	87	9	19	23
11	32	11	24	11
24	43	12	8	70
92	17	19	41	92
38	49	60	5	19
84	37	37	15	250
48	45	27	47	32
86	15	52	10	256
93	50	98	15	93
38	97	21	20	75
47	70	16	22	47
23	26	23	22	23
75	88	8	7	25
99	41	63	35	99
95	2	30	47	142
86	45	91	33	86
91	74	61	16	91
34	5	70	48	34
56	64	26	10	111
91	18	12	49	46
45	53	17	27	45
89	24	27	5	265
33	72	82	2	65
35	96	28	44	52
16	38	30	37	16
89	26	24	48	59
64	21	26	25	64
67	43	68	48	67
69	97	9	43	23
68	18	34	27	34
8	93	21	48	8
17	3	11	25	49
54	2	9	5	80
69	37	27	39	103
37	61	30	4	37
73	2	38	36	109
67	59	60	29	34
57	45	92	12	29
87	69	30	5	173
55	100	75	50	19
39	61	35	46	39
39	46	13	42	115
27	36	2	6	27
66	100	27	22	33
71	19	65	24	36
99	5	71	5	66
55	80	29	32	37
24	4	99	19	12
70	47	28	20	70
72	54	23	50	36
64	85	89	8	190
5	16	85	31	2
47	54	16	11	24
36	90	84	19	36
29	7	43	9	19
98	71	69	6	33
82	76	20	11	82
74	100	87	42	37
15	64	18	24	29
84	30	66	16	56
67	77	97	25	67
93	6	93	32	139
43	94	57	42	43
49	14	72	2	49
10	83	6	32	7
67	40	60	2	67
5	100	57	38	13
97	76	20	37	289
99	28	6	24	148
69	40	44	2	69
81	85	13	10	54
48	34	37	8	95
47	75	22	15	47
35	37	72	34	12
8	31	23	30	11
28	16	19	17	28
14	79	19	14	14
79	9	77	38	27
48	4	70	21	95
40	92	87	18	14
25	23	24	25	9
87	79	80	42	87
82	61	33	4	82
57	49	11	13	57
16	69	89	49	8
30	53	52	3	10
100	61	21	19	149
73	65	77	42	49
2	90	47	12	2
37	3	13	17	109
14	45	15	16	14
81	16	63	24	81
84	35	98	16	84
17	82	62	9	17
83	45	31	45	28
23	51	68	8	45
11	6	73	25	21
4	9	43	37	10
77	66	56	42	77
44	66	84	8	44
63	44	53	3	187
82	47	23	25	82
86	77	63	40	86
72	63	8	39	24
91	48	52	41	91
14	54	64	50	14
94	57	97	6	280
54	56	43	32	54
63	12	56	34	42
41	40	32	4	121
15	62	63	3	43
97	42	41	40	97
94	87	94	44	32
99	27	9	12	197
10	48	23	47	7
99	43	8	29	66
48	86	77	2	71
11	10	49	46	11
42	93	6	35	21
78	68	75	4	116
20	42	46	46	20
75	67	65	34	75
21	49	90	40	7
23	77	90	37	8
59	80	73	6	175
6	49	67	36	3
73	31	27	41	25
74	32	90	4	37
93	65	68	39	277
62	37	86	32	184
101	29	41	42	201
42	26	63	50	28
55	88	19	19	55
51	25	84	34	51
79	21	55	28	40
65	53	33	11	193
54	8	67	31	27
56	74	88	16	111
