159	77	51	116
99	145	146	235
249	202	234	115
66	106	233	64
126	211	107	115
203	241	159	212
228	187	237	174
233	167	205	100
202	146	76	52
54	79	153	223
52	53	202	197
114	81	119	182
159	121	160	102
223	97	94	193
137	68	184	65
221	174	239	211
66	197	66	210
185	191	68	205
169	110	232	51
241	69	173	132
115	223	173	84
222	233	174	168
118	114	82	166
192	244	129	157
243	109	141	174
68	143	152	139
162	146	229	104
118	240	56	198
229	179	71	237
77	154	74	157
153	119	127	108
240	237	228	144
136	163	166	92
153	89	174	131
231	65	124	245
123	219	63	147
145	128	224	207
198	162	131	88
82	159	228	218
73	189	77	152
177	172	84	122
102	116	80	131
216	122	245	147
164	66	221	98
250	103	213	120
210	229	193	218
153	172	224	65
165	56	126	52
208	156	200	193
54	151	110	132
163	191	226	89
64	167	114	204
132	202	181	57
163	234	72	221
141	240	130	74
192	173	132	74
199	79	246	194
146	56	118	131
186	68	159	158
178	78	172	102
212	165	146	124
241	128	232	180
114	196	164	59
97	57	141	160
75	149	233	137
77	88	169	159
102	99	175	162
78	148	136	229
209	170	191	50
185	159	233	214
184	177	118	143
241	247	55	240
227	92	158	222
166	52	122	240
120	67	104	99
244	97	122	140
210	234	123	104
192	78	119	204
242	73	167	157
116	104	54	224
86	81	90	137
234	114	135	142
172	121	95	249
66	165	127	83
143	191	218	211
179	161	234	185
209	80	188	176
80	81	173	172
58	65	227	98
202	237	241	185
204	137	178	247
213	97	229	101
96	240	102	143
175	139	84	120
107	59	230	176
179	99	135	108
138	221	233	140
182	130	54	196
187	220	109	248
126	76	164	89
130	134	152	64
52	202	206	198
225	168	130	233
169	142	137	211
174	138	128	239
124	221	53	94
215	142	160	108
155	150	222	245
141	123	61	105
220	188	133	79
61	114	186	141
104	194	231	160
56	205	208	90
166	211	247	121
194	92	70	116
235	136	143	182
60	121	162	170
90	74	90	116
102	70	140	214
100	68	232	150
56	116	90	90
78	62	90	136
57	68	72	61
175	80	197	165
139	91	224	215
84	102	117	70
168	53	211	81
105	50	150	136
95	172	233	165
211	75	167	186
125	177	105	250
71	116	158	165
115	208	96	135
185	109	60	143
107	157	237	231
125	116	182	70
224	173	164	164
116	102	92	215
171	80	124	196
51	192	245	81
136	61	122	50
170	227	88	147
58	101	123	192
70	85	220	175
61	120	183	149
183	194	131	64
104	81	180	120
178	115	205	192
79	241	93	214
58	225	127	105
105	100	81	81
212	184	76	141
58	226	224	181
68	218	137	160
107	179	99	162
63	78	67	186
223	88	227	183
158	87	84	91
246	220	134	162
177	228	153	229
179	130	230	117
234	83	202	79
209	202	196	201
140	174	199	104
87	222	243	206
166	178	147	74
138	149	145	195
249	90	232	67
180	79	118	155
223	66	230	138
144	242	166	243
54	161	75	69
140	74	158	222
113	114	226	90
232	244	96	192
194	213	92	135
134	175	249	62
161	166	95	192
242	126	182	104
185	153	179	83
246	117	246	72
134	115	104	146
103	155	78	71
131	199	157	135
219	113	170	92
93	215	184	205
249	158	73	86
151	124	103	242
115	90	82	112
205	104	146	208
75	219	58	239
192	132	62	133
79	144	239	147
221	115	211	75
147	223	206	224
166	212	185	129
174	194	219	245
52	154	229	203
167	95	162	65
147	82	142	132
100	165	250	208
237	205	197	145
174	210	243	245
183	182	203	61
182	52	168	239
141	65	179	239
106	93	84	176
163	206	243	165
190	226	63	150
142	138	107	61
67	137	128	70
187	107	190	158
156	223	245	63
157	167	190	102
78	204	240	61
181	60	198	70
129	116	170	55
243	197	96	103
172	56	102	61
80	110	94	50
188	75	142	87
239	188	152	110
60	128	67	70
163	120	220	147
231	246	238	132
51	199	79	196
155	230	67	67
137	226	215	125
123	152	153	79
231	212	94	121
66	137	245	86
166	142	133	131
78	225	145	197
104	159	83	73
81	69	57	55
120	213	56	103
224	132	235	180
204	148	235	215
129	166	111	131
157	227	194	141
113	78	228	204
240	239	192	200
215	103	240	61
178	61	120	244
211	141	55	156
215	168	242	149
169	155	57	56
202	141	248	64
115	155	226	98
199	201	139	167
155	54	102	167
207	61	108	119
114	109	186	214
57	245	170	212
229	139	139	126
232	232	86	101
142	128	117	179
175	208	225	164
132	120	156	164
129	87	186	106
91	157	201	109
191	194	52	126
113	66	225	102
249	165	177	181
232	179	92	157
53	150	50	88
134	172	127	55
192	216	91	149
182	138	120	159
245	50	55	228
167	64	107	172
58	183	111	207
138	170	207	218
61	227	191	87
236	240	138	145
237	197	71	141
68	103	52	169
161	225	132	90
129	52	120	100
189	236	144	183
115	75	224	220
187	93	62	151
134	131	62	230
128	92	238	65
241	79	89	94
225	104	227	150
113	141	134	79
194	50	106	101
169	65	174	230
107	104	220	208
84	190	161	177
51	239	111	185
214	249	78	202
94	195	226	244
231	186	52	224
130	150	147	229
93	176	138	160
178	125	50	216
94	185	72	126
68	139	86	190
138	131	87	54
62	149	97	239
185	112	201	112
69	143	133	115
201	229	134	130
100	141	175	105
131	246	164	129
187	56	56	133
233	213	137	179
216	108	243	100
216	165	118	184
210	60	241	52
133	126	62	190
166	231	58	86
246	240	234	52
183	242	237	218
155	240	211	80
87	220	99	233
171	230	110	170
82	196	205	94
138	164	237	217
158	113	105	142
172	99	200	203
159	97	95	194
213	187	219	58
134	209	200	71
239	215	222	150
175	215	88	78
233	59	64	235
94	198	144	59
65	239	160	182
163	100	174	201
236	225	56	53
136	209	134	101
231	68	88	189
189	181	246	169
134	238	206	139
201	130	111	181
199	180	220	120
193	200	183	85
124	63	158	231
142	225	51	85
77	198	74	197
123	194	112	189
89	57	86	222
93	130	86	218
131	68	248	99
77	219	169	181
227	133	131	220
230	235	246	98
147	238	247	93
186	159	160	120
196	155	225	186
202	137	154	171
185	166	138	182
169	184	94	64
190	215	97	127
244	72	52	107
138	96	78	108
166	96	158	67
243	183	233	66
187	70	244	114
106	178	100	163
210	231	136	78
247	210	62	159
239	131	97	181
157	95	137	226
232	140	238	203
242	191	94	189
144	173	146	145
194	124	127	117
221	64	234	74
122	75	181	214
214	79	225	131
177	247	237	165
233	245	95	134
62	71	68	187
227	143	112	249
188	104	241	245
193	239	77	133
148	50	214	145
113	100	194	201
139	124	58	81
160	126	168	105
124	176	66	242
236	237	57	98
242	201	228	120
250	122	169	188
65	157	93	244
55	205	116	215
60	166	94	159
150	142	121	227
73	247	232	105
67	102	147	216
111	225	217	138
52	70	247	186
173	54	52	117
79	109	75	214
173	136	134	83
167	141	118	140
162	145	110	114
161	214	153	140
112	193	184	198
136	155	153	238
156	188	129	71
116	150	52	152
213	214	242	207
144	134	152	125
96	102	230	134
93	217	212	194
109	88	205	239
56	243	126	125
121	123	113	137
107	55	130	212
141	98	63	102
103	102	173	159
144	95	136	190
75	98	175	247
69	61	194	86
217	193	74	75
161	129	102	107
103	75	154	250
77	121	191	235
84	168	182	108
120	74	108	173
146	140	71	232
193	218	197	69
181	223	171	139
92	231	241	200
69	195	164	166
237	100	170	107
212	50	64	68
104	98	141	132
91	83	105	53
53	91	247	227
234	159	168	124
132	150	191	76
129	146	194	249
102	99	117	119
233	157	151	67
228	173	166	142
88	78	63	212
176	159	173	129
174	190	62	183
135	63	194	167
190	124	216	177
108	235	249	93
122	90	209	81
106	238	198	76
63	60	161	245
218	199	230	215
248	189	104	172
173	202	133	238
183	57	184	181
120	144	187	89
85	235	230	104
222	240	81	101
217	202	103	181
231	138	58	189
108	126	145	243
105	239	124	222
232	100	114	183
73	193	124	245
228	183	67	68
141	111	136	154
200	107	136	175
100	96	140	215
56	82	113	81
227	90	108	175
197	156	51	171
191	137	94	169
116	226	167	204
154	200	174	77
96	60	88	111
66	125	93	222
194	235	193	245
128	104	52	129
150	129	201	63
163	199	130	53
55	129	126	113
111	182	64	65
151	145	77	139
76	108	176	197
205	121	102	229
239	185	76	84
204	87	250	54
164	133	194	139
221	168	178	108
246	205	154	201
208	111	67	132
180	100	167	197
153	105	169	190
237	153	69	86
84	207	157	110
113	81	96	143
118	165	113	90
137	142	120	78
154	148	135	87
106	149	153	176
241	230	135	247
142	138	121	181
76	91	234	207
133	179	151	78
232	213	234	186
77	133	87	198
215	124	214	165
80	159	147	108
130	160	172	99
89	175	146	85
226	65	114	89
91	55	85	71
183	68	168	216
190	82	97	139
228	106	223	113
235	137	61	123
229	152	222	54
122	54	144	208
245	205	185	111
168	197	79	250
250	152	104	84
145	95	207	223
147	207	150	214
127	118	240	95
149	56	239	159
72	232	84	190
125	60	189	187
180	235	114	142
56	181	201	81
195	104	230	203
169	76	63	125
210	183	166	250
121	243	190	66
141	174	134	113
96	104	72	53
138	96	246	55
198	217	210	141
101	214	239	57
145	141	224	110
172	143	156	174
77	179	222	181
176	103	187	248
98	194	207	71
149	134	176	118
223	157	200	84
226	242	245	146
118	237	243	131
162	172	97	106
234	134	222	124
108	123	206	159
152	193	53	180
87	181	188	157
217	109	190	219
122	199	119	138
178	173	84	50
138	79	166	157
157	217	79	186
142	246	103	241
119	74	226	205
147	72	225	102
206	206	96	177
114	229	68	240
112	200	210	80
193	79	222	165
231	152	67	239
244	100	242	80
59	164	205	206
174	143	74	200
246	198	125	63
206	148	142	236
76	71	111	133
87	72	121	200
71	183	119	134
77	246	91	229
69	194	202	88
142	64	169	168
197	124	230	193
137	209	118	56
50	243	173	102
152	151	191	75
222	182	150	62
199	185	208	142
199	109	214	51
73	74	198	138
105	230	190	221
240	170	78	99
74	89	169	194
83	105	233	241
130	53	70	178
179	191	105	236
182	127	82	112
100	216	63	112
74	129	182	194
209	165	250	64
80	182	195	103
121	233	176	153
87	94	179	137
94	178	67	81
85	79	63	169
73	55	212	134
240	72	195	199
62	152	212	207
169	169	128	222
84	234	88	132
72	151	97	161
77	229	86	131
169	66	227	198
144	187	233	168
97	65	109	82
50	183	242	201
147	160	169	191
241	76	227	106
156	99	52	115
87	173	121	173
128	173	75	110
87	88	83	141
59	107	111	223
201	195	103	189
246	141	246	118
146	244	215	230
141	153	113	89
213	226	245	193
116	113	203	155
118	112	52	52
132	195	183	70
190	75	204	247
157	125	227	100
107	197	62	227
126	135	78	206
127	229	248	151
184	58	59	237
115	175	226	100
189	60	60	214
231	204	174	62
54	122	245	62
162	57	228	134
166	56	71	218
80	228	211	158
151	50	59	248
215	233	100	146
130	249	111	134
169	50	210	74
220	111	55	65
199	184	243	91
175	52	85	50
160	188	114	84
239	197	122	234
52	132	236	90
170	80	182	98
238	69	166	89
165	208	240	171
243	190	140	157
231	147	125	57
127	200	61	171
232	189	158	154
196	136	76	238
114	147	215	171
144	95	88	218
65	110	100	212
157	50	226	75
77	184	97	92
181	81	122	139
141	93	243	207
168	248	63	110
93	218	58	159
151	62	191	222
240	103	168	233
107	101	67	53
196	150	149	130
128	177	178	79
241	76	50	78
132	91	110	216
69	119	161	97
220	89	131	103
169	212	134	66
250	196	71	138
165	61	94	120
127	114	145	139
164	142	170	102
135	97	98	156
145	200	200	207
107	62	223	189
78	78	162	93
235	163	80	89
89	172	103	148
81	190	98	244
196	248	131	237
194	250	74	139
119	225	118	237
228	198	63	242
136	126	67	119
84	51	177	86
62	223	183	158
89	227	155	228
174	83	110	208
89	225	211	78
127	100	134	114
168	155	160	187
60	171	64	145
210	202	101	94
242	228	152	64
192	130	57	200
124	98	209	70
102	149	120	92
140	224	143	75
170	250	167	237
88	129	130	52
199	51	66	182
153	187	173	120
73	109	71	249
146	97	210	166
195	187	160	113
75	55	79	133
100	213	119	104
69	239	142	241
55	128	144	130
99	230	64	155
157	202	150	227
118	165	238	88
153	220	66	71
145	113	144	219
204	214	109	220
197	179	244	210
108	232	103	243
220	149	129	240
183	223	148	167
205	234	67	128
144	90	175	177
246	141	73	80
205	237	224	56
123	92	210	184
205	151	121	53
160	58	185	63
88	138	134	92
203	76	175	161
142	71	153	94
233	220	248	178
230	77	231	218
54	201	99	248
111	208	177	168
90	66	95	73
170	157	241	95
213	188	231	198
138	249	52	211
118	118	209	140
195	144	183	54
226	138	240	208
166	185	244	223
87	145	171	74
85	81	221	108
161	237	111	170
121	85	235	240
200	132	56	135
167	178	89	237
70	69	192	206
165	146	189	219
140	225	94	78
237	75	66	241
188	143	129	53
214	220	170	201
236	227	232	142
51	168	191	69
118	146	80	181
149	213	153	237
70	93	174	132
111	84	102	227
158	130	97	95
128	181	172	82
240	188	118	86
158	160	250	188
194	110	58	101
210	141	82	100
145	106	222	222
84	221	228	188
246	232	53	195
104	236	58	241
93	66	76	180
79	136	141	152
161	201	65	169
176	208	245	153
89	169	241	77
243	226	118	50
163	82	89	149
186	170	60	101
123	101	55	162
120	165	55	158
100	180	164	223
87	81	112	127
220	54	110	124
218	124	145	78
126	52	93	180
202	223	74	80
214	159	143	202
148	92	155	136
247	246	199	60
207	228	156	117
151	177	245	206
52	250	218	240
189	135	180	192
69	118	57	205
67	124	117	138
211	129	116	116
163	158	221	86
55	182	51	167
141	218	164	114
140	191	236	137
230	92	219	201
57	103	184	164
101	215	116	83
183	198	69	202
113	206	59	234
238	164	61	163
188	189	68	173
71	187	233	162
126	222	91	145
199	199	89	241
118	197	223	224
88	101	67	161
53	152	77	194
150	134	93	245
171	117	50	155
239	200	166	154
107	183	146	177
170	129	228	75
227	149	214	75
201	209	65	142
228	100	146	136
82	118	158	81
127	194	50	113
234	115	244	210
86	99	54	137
244	154	173	117
171	177	192	247
206	88	138	69
88	192	82	170
90	219	159	162
231	74	89	124
153	168	121	162
155	240	100	134
155	134	184	202
85	128	117	75
165	247	101	164
239	195	97	225
129	69	174	85
89	230	67	149
67	66	235	219
75	121	117	75
70	86	161	218
75	108	77	71
229	200	88	124
126	66	120	79
89	194	180	149
105	249	82	138
208	78	242	124
206	166	50	131
72	200	98	213
222	62	74	146
178	152	185	160
141	186	93	185
204	178	112	93
133	79	147	196
221	189	212	238
75	73	154	137
194	134	111	215
115	115	172	222
71	221	165	249
51	66	204	135
247	61	247	98
175	154	211	76
109	166	239	208
148	84	122	91
211	246	170	209
178	194	156	182
245	112	155	122
90	218	70	213
141	130	161	216
88	65	236	186
232	120	250	118
137	57	224	249
200	60	82	88
75	208	193	228
130	73	58	131
159	189	110	88
148	52	95	228
206	155	175	153
212	203	91	131
52	218	88	189
105	146	207	147
123	118	127	201
64	177	212	159
174	80	243	234
96	223	99	234
228	167	218	138
136	240	62	142
105	219	182	124
190	50	233	126
109	238	215	180
176	239	92	95
83	64	165	207
61	242	201	90
56	50	201	186
237	120	231	219
183	127	53	63
186	93	76	163
74	59	83	187
98	94	174	72
59	74	93	123
100	242	70	77
97	195	75	138
111	230	178	166
233	210	116	147
156	222	228	154
210	56	173	147
174	242	245	56
87	198	157	117
55	59	146	61
248	192	206	121
113	230	93	101
179	161	118	238
212	234	198	87
161	96	55	60
176	245	194	104
247	249	100	63
74	95	142	116
182	73	220	74
155	103	152	218
229	159	224	71
104	133	51	205
224	54	122	216
114	63	215	194
100	158	52	243
57	118	219	119
57	107	150	178
120	194	143	221
126	250	103	170
151	203	245	230
185	101	83	52
239	52	240	202
131	111	237	209
189	64	226	169
249	109	195	250
233	207	87	140
205	202	88	134
144	227	72	170
167	245	101	116
183	126	130	246
145	69	69	173
68	135	216	243
218	205	170	177
135	198	165	145
87	177	114	175
153	128	203	153
112	141	155	101
117	114	136	214
215	73	171	99
193	52	233	92
214	126	248	84
105	172	222	223
147	239	188	143
65	81	197	206
222	87	136	148
52	246	75	235
240	56	147	240
243	104	141	89
91	235	100	159
247	129	60	109
196	132	188	87
101	140	73	130
114	146	128	187
128	195	239	121
240	55	172	145
83	230	144	244
133	164	158	125
241	105	221	93
227	139	217	227
56	220	63	52
183	151	51	99
171	135	95	61
202	250	156	187
84	68	91	212
233	167	146	143
166	240	219	182
195	62	118	78
113	180	88	93
232	51	215	95
153	216	249	162
164	89	67	117
156	211	56	139
167	233	184	224
93	167	171	100
177	126	121	248
223	185	107	185
109	231	169	111
204	151	172	208
137	116	80	54
200	192	88	90
76	179	91	62
123	239	239	190
205	98	111	202
144	228	142	137
85	231	112	118
159	222	61	194
195	145	95	130
161	114	137	248
232	191	68	57
134	221	61	112
101	179	65	124
244	239	201	164
122	57	114	205
61	143	248	228
174	245	138	147
185	100	76	60
94	160	201	166
248	179	195	73
112	98	54	123
89	133	160	166
99	80	159	248
124	61	144	79
204	193	207	238
126	147	156	218
209	191	208	95
198	159	204	66
131	149	214	133
243	187	76	73
176	197	164	243
205	131	113	205
83	155	163	236
247	63	232	107
136	65	207	65
84	107	51	63
119	93	101	177
107	134	175	179
248	211	141	240
222	193	204	150
160	123	192	129
115	144	179	82
144	236	69	109
235	177	174	130
87	135	96	150
108	90	54	140
191	92	120	159
102	157	242	61
190	141	216	244
96	65	250	211
154	70	127	238
113	145	186	143
85	125	119	117
227	64	240	102
130	145	65	205
114	110	199	54
52	150	82	97
194	165	216	117
136	127	231	238
59	139	177	77
114	93	137	133
124	54	116	227
248	153	248	221
182	149	247	64
240	178	109	232
164	66	197	205
107	138	225	54
115	87	80	233
50	95	184	250
53	72	158	126
88	195	165	80
80	164	233	220
192	66	159	205
234	104	200	122
246	181	121	206
182	170	228	199
69	149	178	177
238	54	54	177
201	215	180	109
217	157	56	51
213	133	119	159
116	69	113	197
127	212	195	183
232	193	219	218
163	144	171	63
239	109	67	199
227	173	84	166
110	214	103	146
201	85	60	128
145	223	207	193
242	93	86	239
250	60	96	250
238	235	154	222
71	160	62	164
213	73	200	227
89	214	150	181
109	137	134	153
171	197	81	73
230	129	186	217
129	235	51	82
114	189	215	117
122	134	197	246
57	132	94	235
231	131	224	118
241	104	175	101
54	217	98	60
205	174	128	54
215	136	225	152
168	143	130	79
221	119	176	202
144	82	81	97
191	178	211	68
198	73	232	75
94	50	202	128
137	84	91	164
168	147	55	154
197	67	53	139
194	87	64	69
242	233	213	189
123	144	168	144
172	236	239	168
113	220	189	80
189	151	243	232
100	141	228	146
197	125	102	153
139	235	214	221
205	114	115	142
99	219	213	195
239	112	237	164
223	106	163	176
164	151	186	71
90	213	213	140
224	53	233	155
179	163	83	61
179	208	204	112
219	230	104	100
51	198	138	184
140	179	101	54
92	129	68	199
86	182	185	220
154	95	203	217
176	237	58	110
164	229	173	63
136	78	245	204
214	70	190	223
70	122	133	188
240	243	174	202
134	175	195	105
57	88	73	212
229	209	219	60
225	66	198	164
213	112	214	93
174	128	65	108
226	221	118	112
218	72	87	219
143	51	136	94
234	234	162	119
146	209	196	65
98	54	60	121
109	227	182	216
111	159	86	143
233	162	53	207
153	221	94	196
158	191	74	73
113	82	135	140
111	207	66	185
55	68	236	244
153	157	144	145
153	191	165	103
161	109	142	87
215	77	229	103
63	155	170	128
58	136	245	181
116	62	209	244
230	83	241	168
81	50	68	55
101	71	168	228
88	181	227	208
157	53	169	70
216	126	76	234
203	194	237	104
212	129	104	67
69	87	200	158
74	208	206	239
198	79	229	94
175	181	222	54
161	167	85	250
178	242	235	131
65	151	239	211
146	87	195	131
138	67	126	222
120	197	235	181
145	241	137	245
82	224	185	63
60	232	123	161
121	82	132	243
214	104	89	207
138	147	105	241
162	153	151	156
84	131	214	99
121	68	214	89
166	222	102	101
175	138	121	106
232	102	171	177
121	64	107	217
158	163	165	203
194	51	226	233
219	84	155	184
160	117	117	133
249	235	201	189
244	135	163	136
127	224	249	126
185	242	176	101
187	154	178	60
206	243	235	149
172	133	130	190
212	157	54	130
208	212	89	142
85	245	157	107
134	177	79	172
248	196	113	58
216	222	247	170
130	196	134	204
115	226	101	225
228	124	211	216
98	187	171	59
153	219	223	127
60	110	169	244
228	236	250	133
225	200	62	189
110	159	61	197
147	143	213	165
202	64	89	227
176	136	145	191
178	219	183	74
96	175	137	219
63	146	209	171
199	128	141	59
141	208	227	73
122	184	115	234
74	94	193	190
122	57	219	158
120	241	59	233
115	167	82	166
96	200	109	65
141	146	207	225
147	175	193	149
109	183	213	59
200	125	194	197
247	79	65	234
133	108	128	238
166	98	188	212
191	233	154	83
160	89	163	171
65	105	56	99
185	107	186	60
125	242	177	112
113	236	183	129
106	229	167	196
130	176	131	111
169	141	218	54
55	219	149	210
84	236	180	113
181	60	214	244
238	189	233	246
174	114	104	161
108	137	189	109
115	90	73	231
79	159	233	189
76	138	176	124
172	175	223	241
102	80	227	189
174	199	203	71
75	196	152	83
103	131	141	173
59	114	244	82
96	137	125	214
143	239	123	234
149	187	118	227
127	58	67	141
109	193	222	98
223	223	186	227
124	191	79	184
172	102	134	133
229	114	144	228
200	125	71	87
204	226	88	241
148	71	55	230
250	193	133	246
110	234	111	97
87	121	222	246
230	144	151	242
206	66	101	135
101	238	108	89
66	76	52	89
244	111	63	236
182	76	241	97
166	227	179	155
230	175	243	140
63	223	243	119
112	234	124	205
90	181	58	229
128	104	117	109
196	103	92	193
124	149	176	54
241	242	58	244
61	105	70	228
119	222	123	148
75	60	209	176
246	148	56	74
169	205	50	55
108	227	115	193
218	132	133	124
141	151	162	247
196	163	74	157
212	172	110	178
184	246	66	113
214	173	138	211
62	92	217	204
199	137	129	192
161	151	137	115
59	84	136	181
247	147	109	125
67	197	143	78
133	210	220	130
211	179	224	96
188	219	191	231
148	91	187	229
122	91	197	197
182	155	151	95
155	127	100	85
59	234	232	71
158	202	178	82
142	237	53	187
223	79	162	151
233	146	117	246
118	76	163	234
168	250	128	117
213	150	235	210
195	249	235	110
153	147	60	69
84	239	147	83
183	219	203	102
163	178	53	236
160	216	184	208
84	106	156	150
104	156	74	162
197	185	156	108
104	237	188	56
198	165	220	99
116	52	185	108
89	189	89	90
164	59	165	87
133	101	123	120
161	228	63	232
171	124	128	249
121	134	59	245
91	152	129	239
217	65	74	62
113	87	225	180
163	100	62	169
86	91	197	198
76	100	133	205
228	176	125	137
235	123	165	232
72	137	107	146
221	76	127	92
114	117	153	133
159	109	195	249
183	182	97	72
81	245	232	203
78	190	203	120
56	150	160	202
221	128	213	106
226	96	179	148
72	215	139	189
81	168	112	105
202	54	83	172
162	62	95	189
232	133	108	81
182	82	242	151
94	151	164	66
103	142	136	50
53	97	63	197
65	239	101	122
50	149	106	118
216	55	205	135
181	101	222	215
227	185	202	222
199	52	156	83
70	145	130	92
139	206	113	93
145	234	53	88
54	57	228	226
97	246	142	247
223	162	234	221
204	198	81	148
101	93	62	245
126	51	237	127
172	233	79	68
158	206	202	98
107	97	141	158
98	174	221	94
139	82	69	130
132	126	158	178
53	174	218	222
86	157	191	67
84	197	164	188
117	214	107	249
213	189	202	220
166	139	62	75
116	248	51	114
83	107	244	71
178	250	59	155
108	80	105	191
221	84	242	63
161	102	66	71
246	100	160	160
192	165	53	78
208	112	235	113
80	158	109	190
142	139	181	218
166	180	106	208
60	181	234	125
78	247	130	95
193	77	102	78
194	135	68	61
229	84	211	111
163	146	90	203
228	241	115	72
117	218	152	175
209	228	114	55
137	80	196	202
175	142	221	97
170	75	98	137
226	230	153	123
192	206	76	66
200	94	206	95
52	81	106	205
158	59	105	202
154	111	85	250
213	224	212	212
137	121	224	123
65	65	231	85
121	87	136	164
136	140	161	65
194	153	143	248
108	197	217	172
121	240	74	84
116	101	196	78
188	156	246	59
61	84	202	193
