67	16	79	96	59	46	36
58	97	31	14	17	40	81
68	53	52	87	53	33	61
82	77	88	85	49	51	68
67	31	73	92	66	95	51
36	58	59	93	61	13	29
27	43	40	77	10	89	51
84	97	44	24	26	17	20
13	29	87	23	41	69	55
23	89	61	27	12	37	33
73	47	62	18	92	82	60
14	32	21	10	21	49	38
35	69	47	33	10	28	77
10	14	18	95	61	35	79
28	79	51	91	62	34	99
57	46	10	33	63	66	49
95	90	71	36	23	40	84
90	84	56	35	34	77	80
28	36	82	80	18	47	47
18	94	64	90	50	44	66
57	72	63	87	46	67	14
47	25	47	55	86	26	54
29	24	86	39	92	30	57
15	50	85	12	17	83	15
58	60	41	82	43	82	32
44	73	46	43	51	95	26
42	59	64	73	54	93	25
59	42	12	63	70	98	22
92	28	99	67	39	96	46
18	64	59	56	64	42	21
60	37	56	39	30	65	52
64	23	36	11	22	56	21
35	62	23	62	87	37	86
89	43	25	79	99	75	27
88	26	36	99	71	85	99
32	32	83	11	47	78	68
71	92	47	12	98	20	42
40	81	51	73	26	80	85
29	80	74	38	68	52	80
42	89	73	72	24	96	15
36	18	23	87	22	55	42
17	87	82	24	47	13	45
13	25	22	88	69	48	37
89	36	30	94	18	69	69
31	40	35	69	52	17	60
28	41	18	68	35	25	80
26	67	28	82	24	25	16
35	30	95	21	55	69	20
74	19	21	78	57	76	42
26	73	37	44	53	91	11
55	78	44	41	52	76	40
79	78	62	47	20	40	62
75	80	93	99	23	61	39
78	96	81	45	29	11	30
53	29	83	79	90	42	99
86	45	13	29	37	10	61
71	65	99	88	11	69	35
77	91	48	70	81	47	89
12	72	47	85	85	76	63
34	84	41	34	58	94	88
75	41	60	26	52	18	31
97	64	11	50	62	92	90
55	68	39	84	19	36	80
81	15	72	18	59	36	59
19	37	86	48	69	30	97
75	44	62	52	61	31	19
26	91	48	93	76	22	13
31	45	44	71	59	28	21
48	86	79	95	18	14	69
45	32	74	94	40	58	35
51	33	22	98	66	50	50
85	51	72	59	41	76	59
63	26	59	60	66	62	29
38	39	57	38	13	24	49
26	37	86	20	66	54	26
33	89	35	25	78	22	81
13	67	93	62	27	57	72
31	63	48	54	40	45	49
71	44	70	83	63	57	68
96	32	30	68	82	58	59
62	12	38	62	22	41	10
72	18	16	77	79	75	92
50	38	55	80	87	26	73
35	24	21	42	80	33	95
20	55	78	55	94	89	49
53	38	81	86	45	41	85
34	61	40	37	76	55	46
17	82	68	47	10	77	28
18	62	20	84	56	60	12
97	17	41	43	73	29	51
76	33	66	37	14	94	14
15	36	30	28	84	14	48
56	36	11	79	93	21	94
52	89	22	20	89	23	19
59	35	85	84	97	67	45
10	39	65	90	20	26	52
67	29	39	33	40	77	98
58	49	70	15	44	26	35
36	44	95	12	16	30	19
63	11	41	16	48	58	35
99	78	81	83	33	10	61
23	51	97	25	50	18	86
33	82	59	16	62	50	39
34	40	94	95	49	21	49
15	38	23	25	77	54	48
41	55	72	59	35	42	57
27	92	70	45	67	57	57
74	25	98	64	51	21	53
57	28	59	77	62	81	92
56	58	41	54	65	20	93
31	97	69	47	10	25	72
63	22	95	76	45	22	81
37	34	40	88	22	39	65
64	47	72	90	13	63	45
44	29	28	58	14	64	81
16	35	48	65	31	53	87
13	21	86	98	41	92	56
18	26	43	12	38	65	16
92	83	91	47	43	14	57
65	80	53	97	20	56	86
52	34	96	80	74	84	12
90	73	30	92	26	99	92
95	35	45	82	17	66	53
61	27	96	84	80	37	70
28	99	35	99	42	90	96
39	60	92	92	55	79	95
40	26	85	87	36	47	83
66	17	69	78	22	76	99
64	82	40	95	87	28	46
47	83	91	93	68	91	83
33	18	80	62	94	35	11
77	75	57	31	59	89	38
40	63	40	69	37	98	90
25	42	16	49	58	51	98
75	42	67	89	91	60	60
25	45	37	93	48	74	24
45	27	46	40	61	33	70
52	23	43	29	73	12	45
10	42	73	89	55	95	77
29	52	23	97	37	94	48
31	74	61	24	15	73	73
85	46	26	36	83	54	63
10	63	43	29	73	74	88
86	41	99	41	35	79	18
50	70	24	56	56	88	62
99	19	67	27	35	58	37
43	58	21	41	56	37	87
54	96	36	63	63	53	25
45	71	84	96	68	82	11
50	93	13	28	94	92	99
79	94	17	82	63	54	71
22	94	94	39	36	15	50
43	68	86	29	23	59	89
24	42	94	24	19	91	18
58	36	10	51	30	37	34
65	81	48	11	66	93	74
24	91	84	32	10	70	34
24	26	18	89	87	78	10
24	92	73	81	23	95	63
40	47	65	25	29	55	12
92	97	31	84	65	20	56
94	47	53	98	80	54	51
16	54	41	12	30	35	57
28	12	47	42	99	49	17
41	43	18	21	68	79	69
91	11	69	62	24	91	44
34	90	13	50	28	29	41
66	17	94	14	11	53	80
12	48	55	50	58	82	19
20	20	24	30	48	71	28
95	11	22	97	63	50	66
75	62	98	30	91	67	57
53	52	24	34	80	88	17
95	28	32	70	14	67	96
62	65	60	50	68	66	76
80	80	41	14	68	64	69
42	74	88	65	58	30	51
49	11	21	57	90	16	79
89	30	81	48	38	75	16
45	98	62	89	99	14	38
47	70	12	33	91	66	44
28	97	37	50	38	57	94
11	23	24	47	59	22	81
69	89	52	34	13	87	32
84	26	43	66	17	16	60
69	69	63	51	83	83	93
79	20	52	58	49	97	58
92	38	26	97	36	66	46
31	33	78	75	72	39	64
72	44	55	40	32	96	77
46	47	73	19	36	56	88
15	57	42	63	63	53	51
64	67	19	13	13	53	52
14	78	69	55	17	19	61
41	22	84	55	15	57	88
98	36	92	58	39	91	26
60	72	81	10	81	71	21
76	40	15	62	30	35	86
58	75	63	15	54	43	97
96	74	78	47	29	41	33
15	71	43	16	29	32	14
53	30	93	29	22	93	70
32	69	24	23	20	30	20
73	97	97	30	84	94	51
37	73	65	64	56	62	93
45	30	26	58	76	34	46
62	26	13	78	89	78	19
83	20	78	95	91	67	47
14	10	31	82	24	26	15
36	44	25	28	94	97	21
57	70	70	72	24	88	19
35	24	26	59	78	39	75
79	44	93	71	22	19	86
42	61	78	23	18	47	83
27	38	70	68	70	18	22
25	85	90	98	25	55	51
92	89	57	90	29	81	72
78	88	96	67	46	11	78
60	17	81	98	63	77	62
14	64	59	55	38	58	75
60	86	83	18	25	14	48
29	11	92	43	34	45	88
13	29	20	26	46	45	64
66	22	25	17	32	85	80
25	76	46	47	92	93	71
17	99	56	32	47	84	66
28	16	59	72	85	45	72
42	33	23	14	26	40	85
41	26	46	75	18	40	14
27	93	39	26	83	47	36
45	18	34	36	56	56	36
12	71	51	97	78	53	46
12	94	93	21	19	78	41
98	97	93	55	63	36	29
29	86	23	59	44	53	60
81	87	68	45	19	74	54
70	54	17	80	79	53	19
51	45	38	47	61	40	72
11	80	18	29	10	43	27
78	80	33	43	97	57	50
66	25	11	46	38	11	63
29	24	42	52	47	30	46
34	52	28	55	79	59	96
62	40	96	23	93	15	37
99	76	86	17	50	82	87
56	23	68	93	55	71	97
21	16	34	84	24	30	35
30	93	92	82	16	70	66
70	63	39	18	34	21	94
12	50	47	65	52	12	30
80	40	53	50	80	71	23
41	46	14	64	33	98	87
26	67	36	27	26	84	34
36	71	44	42	52	15	91
42	41	20	70	11	82	64
52	66	76	42	46	68	70
71	21	22	79	26	12	47
20	69	55	84	75	63	45
72	51	69	60	23	33	68
46	44	80	19	15	78	42
38	15	47	13	16	70	72
28	99	20	86	18	70	25
23	82	96	16	48	54	52
48	41	51	69	90	43	71
81	82	34	87	84	58	77
84	78	30	70	43	78	79
36	76	16	75	26	69	11
55	16	98	56	29	17	79
36	22	68	13	79	13	89
62	31	39	17	90	84	63
29	96	11	41	12	37	86
52	49	88	73	92	52	62
47	63	30	56	73	88	16
87	39	66	76	16	92	75
41	26	70	30	85	35	43
72	19	43	15	93	40	80
51	97	51	41	62	49	36
83	51	93	45	99	64	30
67	37	50	72	60	89	18
84	16	47	14	42	59	39
10	21	97	95	73	74	25
48	43	78	97	78	67	79
42	20	42	40	92	27	23
65	59	74	88	55	14	81
70	98	33	99	86	97	14
93	83	99	35	82	39	84
60	33	98	25	13	76	79
36	67	95	75	59	53	56
26	58	77	45	20	30	63
22	17	40	65	19	15	44
62	68	27	73	24	45	71
15	85	86	92	25	42	94
80	69	70	52	92	81	31
33	63	24	46	95	96	13
27	82	86	19	86	22	95
61	91	98	99	72	37	63
46	12	93	39	94	14	79
31	18	83	60	82	77	15
74	39	23	68	85	55	30
66	46	34	63	31	93	84
45	13	11	55	59	84	56
42	85	18	11	21	40	39
76	67	54	43	48	72	21
16	48	12	21	83	27	57
88	45	55	22	40	78	42
87	68	60	67	85	79	24
95	57	48	42	74	99	72
46	24	22	76	76	13	30
85	58	23	92	78	52	49
78	52	34	85	73	51	99
